date,preco_max,preco_min,preco_fecho,quantidade_total,total_ordens_dia,price_change,return,intraday_range,return_next_day,news_count,signal,avg_score,avg_relevance,max_relevance,score_std,positive_count,neutral_count,negative_count,positive_share,neutral_share,negative_share,signal_ma_3,signal_ma_5,signal_ma_7
2026-01-02,330.0,300.0,330.0,29,21,,,30.0,0.05454545454545445,,,,,,,,,,,,,,,
2026-01-05,367.0,348.0,348.0,146,88,18.0,0.05454545454545445,19.0,0.024425287356321768,14.0,-0.1006,-0.0379,0.2136,0.63,0.1091,0.0,12.0,2.0,0.0,0.8571,0.1429,-0.1006,-0.1006,-0.1006
2026-01-06,356.5,339.0,356.5,75,55,8.5,0.024425287356321768,17.5,0.1107994389901823,13.0,-0.0681,-0.0115,0.14,0.55,0.074,0.0,12.0,1.0,0.0,0.9231,0.0769,-0.0844,-0.0844,-0.0844
2026-01-07,400.0,365.01,396.0,232,161,39.5,0.1107994389901823,34.99000000000001,-0.08080808080808077,14.0,0.03,0.0229,0.1271,0.26,0.0249,0.0,14.0,0.0,0.0,1.0,0.0,-0.0462,-0.0462,-0.0462
2026-01-08,384.0,364.0,364.0,72,53,-32.0,-0.08080808080808077,20.0,-0.016483516483516536,12.0,0.1072,0.0317,0.1467,0.62,0.0805,1.0,11.0,0.0,0.0833,0.9167,0.0,0.023,-0.0079,-0.0079
2026-01-09,375.0,349.01,358.0,61,37,-6.0,-0.016483516483516536,25.99000000000001,-0.030726256983240274,12.0,0.0281,0.0125,0.1217,0.32,0.0311,0.0,12.0,0.0,0.0,1.0,0.0,0.0551,-0.0007,-0.0007
2026-01-12,364.0,338.0,347.0,75,61,-11.0,-0.030726256983240274,26.0,0.03746397694524495,17.0,0.2413,0.06,0.1876,0.93,0.1986,1.0,16.0,0.0,0.0588,0.9412,0.0,0.1255,0.0677,0.0396
2026-01-13,369.0,356.0,360.0,69,53,13.0,0.03746397694524495,13.0,-0.019444444444444486,17.0,0.0328,0.02,0.1182,0.27,0.0411,0.0,17.0,0.0,0.0,1.0,0.0,0.1007,0.0879,0.0387
2026-01-14,360.0,350.0,353.0,47,30,-7.0,-0.019444444444444486,10.0,-0.04249291784702547,11.0,0.3987,0.0873,0.1764,0.95,0.2315,1.0,10.0,0.0,0.0909,0.9091,0.0,0.2242,0.1616,0.11
2026-01-15,360.0,337.0,338.0,117,82,-15.0,-0.04249291784702547,23.0,-0.044378698224852076,15.0,0.2203,0.0533,0.1573,0.86,0.1399,1.0,14.0,0.0,0.0667,0.9333,0.0,0.2173,0.1842,0.1512
2026-01-16,332.0,316.0,323.0,116,87,-15.0,-0.044378698224852076,16.0,0.07120743034055721,11.0,0.026,0.0136,0.1118,0.3,0.0234,0.0,11.0,0.0,0.0,1.0,0.0,0.215,0.1838,0.1506
2026-01-19,350.0,338.0,346.0,83,53,23.0,0.07120743034055721,12.0,0.07832369942196538,17.0,0.0719,0.0071,0.2571,0.92,0.2318,1.0,14.0,2.0,0.0588,0.8235,0.1176,0.024,0.0636,0.1071
2026-01-20,375.0,367.0,373.1,131,104,27.100000000000023,0.07832369942196538,8.0,-0.04047172339855276,12.0,0.0163,0.0142,0.1125,0.18,0.0223,0.0,12.0,0.0,0.0,1.0,0.0,0.0294,0.0228,0.1047
2026-01-21,366.0,354.0,358.0,88,69,-15.100000000000023,-0.04047172339855276,12.0,-0.06424581005586594,18.0,-0.0211,-0.0006,0.1378,0.42,0.0615,0.0,17.0,1.0,0.0,0.9444,0.0556,0.0223,0.0134,0.0448
2026-01-22,342.0,325.0,335.0,137,91,-23.0,-0.06424581005586594,17.0,-0.032835820895522394,16.0,-0.0816,-0.0256,0.1556,0.42,0.0824,0.0,13.0,3.0,0.0,0.8125,0.1875,-0.0288,-0.0029,0.0016
2026-01-23,325.0,315.0,324.0,78,63,-11.0,-0.032835820895522394,10.0,-0.09722222222222221,11.0,0.1188,0.0355,0.1682,0.62,0.1021,1.0,10.0,0.0,0.0909,0.9091,0.0,0.0054,0.0208,0.0149
2026-01-26,321.0,292.5,292.5,101,83,-31.5,-0.09722222222222221,28.5,0.02564102564102555,13.0,-0.0475,-0.0154,0.2123,0.82,0.2225,1.0,10.0,2.0,0.0769,0.7692,0.1538,-0.0034,-0.003,0.0081
2026-01-27,300.0,284.0,300.0,98,73,7.5,0.02564102564102555,16.0,0.020000000000000018,16.0,-0.1005,-0.0237,0.1512,0.58,0.1011,0.0,14.0,2.0,0.0,0.875,0.125,-0.0097,-0.0264,-0.0063
2026-01-28,306.0,303.5,306.0,35,22,6.0,0.020000000000000018,2.5,0.03921568627450989,10.0,0.0148,0.01,0.122,0.19,0.0211,0.0,10.0,0.0,0.0,1.0,0.0,-0.0444,-0.0192,-0.0144
